MONTH,STEP_CODE,CNT,QTY
'201004,"[ 6, 7)","111,661","723,545"
'199205,"[ 3, 4)",3,10
'201006,"[ 2, 3)","110,505","274,961"
'201009,"[35,40)","7,050","262,621"
'201010,"[10,12)","170,776","1,873,895"
'201104,"[ 9,10)","96,583","914,692"
'201107,"[ 6, 7)","109,498","710,114"
'201107,"[ 7, 8)","106,856","799,975"
'201110,"[25,30)","29,392","798,255"
'201204,"[45,50)","1,707","80,774"
'198404,"[ 6, 7)",1,7
'198711,"[ 6, 7)",1,7
'201206,"[12,14)","139,815","1,809,708"
'201303,"[35,40)","3,812","141,965"
'198812,"[ 0, 0]",1,0
'201306,"[18,20)","51,796","979,412"
'201307,"[ 8, 9)","98,758","839,221"
'201312,"[ 5, 6)","111,192","608,529"
'201406,"[18,20)","45,766","865,454"
'201405,"[14,16)","97,956","1,463,527"
'201408,"[20,25)","59,169","1,308,889"
'200609,"[10,12)","2,004","21,995"
'200602,"[ 1, 2)",592,860
'200608,"[ 4, 5)",988,"4,439"
'200609,"[ 4, 5)","1,265","5,691"
'200505,"( 0, 1)",416,139
'200607,"[ 6, 7)",594,"3,849"
'200202,"[ 0, 0]",304,0
'200203,"[ 0, 0]",310,0
'200401,"[ 0, 0]",979,0
'200407,"[30,35)",26,839
'200412,"[ 7, 8)",81,608
'200504,"[ 6, 7)",93,605
'200206,"[45,50)",2,92
'200504,"[20,25)",98,"2,194"
'200306,"[ 3, 4)",34,119
'200208,"[12,14)",24,309
'200408,"[ 4, 5)",71,318
'200503,"[ 4, 5)",99,444
'200312,"[ 2, 3)",53,135
'200403,"[ 2, 3)",61,156
'199612,"[ 9,10)",1,10
'200106,"[ 9,10)",4,38
'200207,"[ 9,10)",17,161
'199503,"[ 0, 0]",141,0
'199908,"[ 1, 2)",7,10
'200001,"[ 1, 2)",7,10
'200312,"[ 1, 2)",52,75
'199812,"[25,30)",2,53
'200006,"[25,30)",6,163
'199704,"[ 4, 5)",4,18
'200107,"[ 4, 5)",9,40
'200209,"[ 4, 5)",23,104
'200211,"[45,50)",3,140
'200011,"( 0, 1)",31,6
'200703,"[ 1, 2)","102,871","153,841"
'199905,"[ 2, 3)",7,18
'199608,"( 0, 1)",22,4
'199805,"[ 2, 3)",7,18
'200704,"[ 2, 3)","103,785","258,627"
'200202,"[ 9,10)",4,37
'200101,"[16,18)",6,101
'200108,"[ 6, 7)",3,19
'199208,"[ 2, 3)",5,12
'199611,"[ 2, 3)",6,15
'200708,"[ 9,10)","91,395","867,055"
'200304,"[40,45)",6,251
'200401,"[40,45)",9,387
'200711,"[ 8, 9)","101,810","864,173"
'199702,"[ 6, 7)",2,13
'199602,"[30,35)",2,61
'200211,"[18,20)",12,228
'199507,"[ 5, 6)",1,6
'199904,"[ 5, 6)",1,5
'200102,"[ 5, 6)",3,16
'199808,"[ 5, 6)",1,6
'200711,"[20,25)","77,155","1,701,754"
'200105,"[18,20)",5,97
'200107,"[40,45)",2,87
'200810,"[ 9,10)","97,603","926,305"
'199608,"[12,14)",1,14
'199611,"[12,14)",1,13
'199807,"[12,14)",1,14
'199810,"[20,25)",3,65
'200811,"[18,20)","54,080","1,022,613"
'200904,"[25,30)","26,591","719,880"
'200909,"[ 7, 8)","107,710","806,919"
'200909,"[ 0, 0]","143,832",0
'199301,"[30,35)",1,34
'199502,"[30,35)",1,30
'200912,"[ 4, 5)","112,407","504,095"
'200011,"[ 8, 9)",1,8
'199806,"[ 8, 9)",1,8
'199612,"[ 8, 9)",1,9
'199708,"[ 8, 9)",1,9
'201002,"[ 4, 5)","128,456","576,215"
'201003,"[ 7, 8)","106,460","797,316"
'199508,"[ 3, 4)",3,10
'199910,"[ 3, 4)",3,10
'201007,"[40,45)","6,029","255,214"
'199207,"[10,12)",1,10
'199312,"[10,12)",1,10
'201012,"[ 9,10)","99,304","941,963"
'201104,"[30,35)","9,949","319,583"
'201102,"[10,12)","177,881","1,946,476"
'201105,"[25,30)","29,766","808,258"
'201107,"[30,35)","17,888","576,419"
'201202,"[ 8, 9)","109,964","933,685"
'201111,"[18,20)","49,531","936,323"
'199807,"[14,16)",1,15
'200004,"[16,18)",3,50
'201202,"[20,25)","42,152","927,831"
'198901,"[ 7, 8)",1,7
'198905,"[ 7, 8)",1,7
'199308,"[ 7, 8)",1,7
'199407,"[ 7, 8)",1,7
'201203,"[16,18)","74,860","1,266,007"
'201208,"[ 3, 4)","113,588","397,532"
'201209,"( 0, 1)","148,844","76,719"
'201302,"[ 1, 2)","132,128","194,148"
'201302,"( 0, 1)","177,333","85,939"
'198805,"[ 0, 0]",1,0
'199110,"[ 0, 0]",1,0
'198502,"[ 0, 0]",1,0
'198506,"[ 0, 0]",1,0
'201304,"[16,18)","73,044","1,235,620"
'201310,"( 0, 1)","145,648","73,376"
'201312,"[ 6, 7)","110,073","713,562"
'201401,"[ 3, 4)","115,468","401,641"
'201310,"[12,14)","140,096","1,814,345"
'201311,"[20,25)","52,770","1,161,221"
'201406,"[30,35)","10,689","343,050"
'201405,"[12,14)","129,996","1,683,836"
'201407,"[20,25)","63,255","1,399,281"
'200610,"[ 5, 6)","5,227","28,681"
'200610,"[ 4, 5)","5,275","23,668"
'200502,"[ 3, 4)",113,396
'200512,"[ 5, 6)",197,"1,081"
'200507,"( 0, 1)",491,165
'200509,"[ 8, 9)",108,918
'200511,"[25,30)",120,"3,258"
'200312,"( 0, 1)",196,64
'200507,"[ 1, 2)",165,238
'200509,"[20,25)",145,"3,223"
'200502,"[14,16)",64,960
'200104,"[ 3, 4)",9,32
'199911,"[ 0, 0]",159,0
'200309,"[ 1, 2)",49,70
'199608,"[25,30)",2,53
'199804,"[25,30)",1,26
'199405,"[ 4, 5)",4,18
'199305,"[ 4, 5)",4,18
'199408,"[ 4, 5)",4,18
'200204,"[ 9,10)",17,161
'199910,"[ 1, 2)",7,10
'200009,"[ 1, 2)",11,16
'199512,"( 0, 1)",22,4
'199607,"( 0, 1)",22,4
'200209,"[16,18)",9,153
'200301,"[18,20)",12,227
'200006,"[ 2, 3)",10,26
'200705,"[ 7, 8)","95,711","716,899"
'200103,"[10,12)",3,33
'200706,"[40,45)","6,391","270,314"
'200008,"[16,18)",6,101
'200705,"[12,14)","148,794","1,928,863"
'200710,"[ 8, 9)","98,271","834,242"
'200301,"[40,45)",6,259
'199607,"[ 7, 8)",2,14
'200712,"[25,30)","29,642","803,390"
'200711,"[50,..)","9,392","1,326,655"
'200805,"[ 2, 3)","106,624","266,635"
'199808,"[12,14)",1,14
'200005,"[12,14)",5,65
'199908,"[12,14)",3,38
'200008,"[ 8, 9)",1,9
'199601,"[ 8, 9)",1,9
'199602,"[ 8, 9)",1,8
'199703,"[ 8, 9)",1,9
'201001,"[25,30)","23,971","649,434"
'199208,"[20,25)",1,22
'199206,"[ 3, 4)",2,7
'199504,"[ 3, 4)",2,7
'201006,"[ 3, 4)","113,653","396,760"
'201007,"[25,30)","35,036","952,078"
'199707,"[10,12)",1,10
'201011,"[ 0, 0]","159,577",0
'201106,"[ 9,10)","97,713","925,261"
'201112,"[ 8, 9)","107,975","915,836"
'201204,"[25,30)","21,984","595,022"
'198401,"[ 7, 8)",1,7
'199106,"[ 6, 7)",1,7
'201205,"[ 3, 4)","111,645","388,378"
'201209,"[ 2, 3)","117,097","291,329"
'201211,"[ 3, 4)","118,620","414,975"
'201210,"( 0, 1)","149,202","74,679"
'201210,"[12,14)","141,298","1,830,606"
'201302,"[16,18)","52,652","890,167"
'201303,"[ 6, 7)","108,620","705,123"
'201305,"[ 1, 2)","113,238","166,406"
'201303,"[10,12)","177,382","1,944,955"
'198707,"[ 0, 0]",1,0
'199002,"[ 0, 0]",1,0
'201308,"[14,16)","99,284","1,484,429"
'201402,"[14,16)","82,253","1,224,704"
'201409,"[16,18)","35,674","603,694"
'201409,"[40,45)","1,907","80,570"
'200610,"[10,12)","8,298","90,973"
'200610,"[35,40)",582,"21,704"
'200606,"[35,40)",117,"4,341"
'200605,"[12,14)",694,"8,994"
'200510,"[ 4, 5)",174,780
'200508,"( 0, 1)",531,179
'200502,"[ 0, 0]","1,609",0
'200501,"[ 8, 9)",73,616
'200403,"[30,35)",25,805
'200302,"[ 6, 7)",43,279
'200305,"( 0, 1)",122,39
'200309,"[ 0, 0]",859,0
'200701,"[40,45)","3,529","149,142"
'200505,"[16,18)",74,"1,257"
'200409,"[25,30)",40,"1,078"
'200507,"[ 6, 7)",117,757
'200202,"[40,45)",1,43
'200508,"[45,50)",18,863
'200401,"[ 3, 4)",59,203
'200307,"[12,14)",48,623
'200402,"[16,18)",29,491
'200403,"[ 7, 8)",57,427
'199301,"[ 0, 0]",140,0
'199312,"[ 0, 0]",140,0
'199506,"[ 0, 0]",142,0
'199409,"[ 1, 2)",6,9
'200203,"[ 1, 2)",14,20
'200210,"[25,30)",12,326
'199410,"[ 4, 5)",4,18
'199802,"[ 3, 4)",4,14
'199803,"[ 4, 5)",4,18
'199511,"[ 4, 5)",4,18
'199405,"[ 9,10)",1,10
'199506,"[ 1, 2)",7,10
'199611,"[ 1, 2)",7,10
'200302,"[40,45)",3,130
'199905,"( 0, 1)",25,6
'200403,"[18,20)",25,470
'200209,"[14,16)",19,282
'200204,"[ 6, 7)",24,159
'200205,"[ 6, 7)",24,156
'200612,"[14,16)","85,574","1,280,136"
'200703,"[30,35)","13,788","443,459"
'200702,"[45,50)","1,822","86,159"
'200005,"[ 2, 3)",9,23
'200007,"[ 2, 3)",9,23
'200106,"[16,18)",4,67
'200010,"[16,18)",6,101
'200108,"[30,35)",7,226
'199604,"[ 2, 3)",6,15
'200709,"[ 9,10)","92,264","874,180"
'200710,"[35,40)","8,401","313,229"
'199508,"[ 7, 8)",2,14
'199512,"[ 7, 8)",2,14
'199707,"[ 7, 8)",2,14
'199603,"[ 5, 6)",1,6
'199608,"[ 5, 6)",1,6
'200003,"[ 5, 6)",4,21
'199911,"[14,16)",2,31
'200805,"[ 1, 2)","102,877","154,228"
'200201,"[20,25)",7,149
'200203,"[18,20)",6,116
'200111,"[40,45)",3,125
'200808,"[ 0, 0]","135,531",0
'199907,"[18,20)",1,19
'200806,"[18,20)","59,387","1,123,389"
'200808,"[20,25)","83,928","1,859,061"
'199510,"[12,14)",1,14
'200902,"[ 2, 3)","124,328","310,010"
'199711,"[20,25)",4,88
'200905,"[12,14)","150,516","1,950,276"
'199307,"[30,35)",1,34
'200912,"[ 0, 0]","155,512",0
'200107,"[14,16)",6,91
'200911,"[20,25)","67,600","1,490,804"
'201003,"[ 2, 3)","114,407","283,890"
'201004,"[ 0, 0]","151,120",0
'201003,"( 0, 1)","125,113","62,703"
'199701,"[ 3, 4)",3,10
'199708,"[ 3, 4)",3,10
'199412,"[ 3, 4)",3,10
'201008,"[12,14)","130,520","1,689,962"
'201011,"[ 2, 3)","111,824","279,625"
'201101,"[12,14)","145,692","1,886,684"
'201105,"[ 3, 4)","112,291","392,360"
'201111,"[35,40)","5,198","193,446"
'201109,"[20,25)","70,730","1,562,621"
'199611,"[16,18)",1,16
'199709,"[16,18)",1,16
'201202,"[18,20)","37,445","708,226"
'201203,"[ 6, 7)","109,648","711,563"
'199311,"[ 6, 7)",1,7
'201112,"[20,25)","61,792","1,362,679"
'201112,"[16,18)","74,405","1,258,324"
'201211,"[ 5, 6)","112,713","617,745"
'201304,"[40,45)","2,731","115,371"
'198108,"[ 0, 0]",1,0
'198410,"[ 0, 0]",1,0
'198710,"[ 0, 0]",1,0
'198802,"[ 0, 0]",1,0
'201306,"[ 2, 3)","113,785","283,712"
'201312,"[10,12)","175,854","1,925,578"
'201401,"[14,16)","98,925","1,476,836"
'201406,"[ 7, 8)","93,707","701,948"
'201405,"( 0, 1)","125,832","62,264"
'201409,"[30,35)","5,752","184,542"
'200609,"[50,..)",587,"102,678"
'200603,"[10,12)",697,"7,623"
'200604,"[10,12)",749,"8,202"
'200508,"[35,40)",50,"1,857"
'200509,"[35,40)",48,"1,774"
'200604,"[20,25)",405,"8,983"
'200512,"[14,16)",184,"2,762"
'200601,"[ 9,10)",189,"1,798"
'200606,"[ 9,10)",547,"5,193"
'200604,"[18,20)",245,"4,642"
'200502,"[25,30)",54,"1,481"
'200204,"[ 0, 0]",357,0
'200510,"[50,..)",165,"36,747"
'200410,"[ 7, 8)",72,540
'200502,"[ 1, 2)",122,177
'200602,"[14,16)",354,"5,297"
'200501,"[45,50)",12,579
'200506,"[20,25)",112,"2,508"
'200109,"[ 3, 4)",9,32
'200402,"[ 5, 6)",72,395
'200403,"[ 6, 7)",56,362
'200405,"[ 6, 7)",58,375
'200409,"[35,40)",20,741
'199712,"[ 9,10)",1,10
'200201,"[ 9,10)",5,47
'199405,"[25,30)",2,53
'199511,"[25,30)",1,26
'200003,"[25,30)",5,133
'199701,"[25,30)",2,53
'199804,"[ 4, 5)",4,18
'199812,"[ 9,10)",1,10
'200212,"[ 6, 7)",35,227
'200703,"[25,30)","33,109","897,917"
'200211,"[16,18)",16,272
'200108,"[12,14)",8,104
'200110,"[ 6, 7)",3,19
'199908,"[10,12)",2,22
'200303,"[40,45)",6,259
'199503,"[30,35)",2,66
'199508,"[30,35)",2,66
'200205,"[35,40)",5,188
'199311,"[ 5, 6)",1,5
'200009,"[ 5, 6)",4,22
'200804,"[ 8, 9)","102,593","870,451"
'199705,"[16,18)",2,33
'200010,"[50,..)",2,198
'200806,"[ 7, 8)","103,246","773,568"
'200804,"[16,18)","85,344","1,444,955"
'200812,"[50,..)","8,418","1,271,912"
'200007,"[12,14)",5,65
'200901,"[35,40)","5,104","190,161"
'199512,"[20,25)",2,44
'200005,"[50,..)",1,145
'200903,"[25,30)","26,686","723,665"
'200911,"[ 2, 3)","114,162","284,815"
'199309,"[30,35)",1,33
'199709,"[ 8, 9)",1,8
'199710,"[ 8, 9)",1,9
'201001,"[ 0, 0]","158,917",0
'201004,"[ 4, 5)","114,964","515,890"
'199908,"[ 3, 4)",3,10
'199311,"[ 3, 4)",2,7
'201005,"[ 8, 9)","101,237","858,777"
'201006,"[20,25)","75,892","1,677,214"
'201007,"[50,..)","14,803","2,194,592"
'199702,"[ 9,10)",1,9
'199703,"[10,12)",1,10
'201011,"[25,30)","21,594","584,537"
'199407,"[10,12)",1,10
'201012,"[18,20)","51,393","972,469"
'201102,"[25,30)","14,355","388,839"
'201103,"[ 8, 9)","106,181","901,120"
'201103,"[ 9,10)","102,686","974,784"
'201102,"( 0, 1)","173,351","90,668"
'201111,"[ 5, 6)","115,345","632,259"
'201110,"[ 4, 5)","116,099","521,306"
'201105,"[16,18)","82,879","1,402,941"
'199907,"[ 6, 7)",1,6
'198805,"[ 7, 8)",1,7
'198811,"[ 6, 7)",1,7
'201205,"[ 4, 5)","111,206","498,204"
'201206,"[ 1, 2)","113,279","166,887"
'201301,"[ 2, 3)","113,490","283,333"
'198605,"[ 0, 0]",1,0
'198803,"[ 0, 0]",1,0
'198404,"[ 0, 0]",1,0
'201308,"[ 3, 4)","116,100","405,677"
'201308,"[ 5, 6)","110,454","605,101"
'201310,"[ 0, 0]","226,094",0
'201311,"[40,45)","2,127","89,974"
'201404,"[ 8, 9)","96,500","819,378"
'201403,"[12,14)","132,920","1,721,198"
'201405,"[45,50)","1,747","82,625"
'201406,"[14,16)","91,385","1,365,186"
'201407,"[ 1, 2)","103,497","153,570"
'200612,"[ 8, 9)","71,197","605,158"
'200612,"[ 2, 3)","77,158","192,112"
'200609,"[ 3, 4)","1,347","4,691"
'200603,"[ 9,10)",385,"3,658"
'200504,"[30,35)",51,"1,646"
'200401,"[30,35)",23,745
'200411,"[30,35)",30,969
'200507,"[ 7, 8)",140,"1,049"
'200411,"[25,30)",47,"1,267"
'200511,"[20,25)",175,"3,890"
'200404,"[ 9,10)",47,446
'200405,"[ 9,10)",48,457
'200407,"[ 9,10)",50,475
'200203,"[45,50)",1,48
'200203,"[ 3, 4)",11,37
'200405,"[12,14)",65,842
'200402,"[ 4, 5)",60,269
'200205,"[ 4, 5)",22,98
'200208,"[ 2, 3)",26,66
'200310,"[14,16)",33,497
'200407,"[10,12)",74,805
'199508,"[ 9,10)",1,10
'199408,"[ 1, 2)",5,8
'200407,"[ 1, 2)",80,115
'199203,"[ 4, 5)",4,18
'200201,"[ 4, 5)",11,49
'199605,"[25,30)",2,53
'200207,"[45,50)",2,95
'200107,"( 0, 1)",45,10
'200111,"( 0, 1)",46,11
'200209,"[ 6, 7)",27,179
'199903,"[ 2, 3)",7,18
'200706,"[ 5, 6)","101,625","556,319"
'200707,"[ 3, 4)","103,956","362,784"
'200408,"[40,45)",12,512
'199501,"[ 2, 3)",6,15
'199706,"[ 2, 3)",6,15
'200708,"[ 3, 4)","106,822","372,362"
'200708,"[45,50)","5,387","254,878"
'200002,"[10,12)",3,34
'200009,"[10,12)",3,35
'199911,"[10,12)",3,35
'200003,"[10,12)",2,22
'200706,"[25,30)","40,150","1,088,440"
'199908,"[30,35)",4,131
'200008,"[ 7, 8)",3,22
'200101,"[ 7, 8)",3,22
'199608,"[ 7, 8)",2,14
'199610,"[ 7, 8)",2,14
'199710,"[ 7, 8)",2,14
'199510,"[30,35)",2,66
'199601,"[ 7, 8)",2,14
'199905,"[ 7, 8)",2,14
'200007,"[ 5, 6)",4,21
'199403,"[ 5, 6)",1,6
'199310,"[16,18)",1,16
'200805,"[40,45)","5,727","242,136"
'200806,"[ 4, 5)","111,061","497,967"
'200810,"( 0, 1)","129,112","65,830"
'199605,"[12,14)",1,14
'199810,"[12,14)",1,14
'199310,"[12,14)",1,14
'199408,"[12,14)",1,14
'200206,"[35,40)",3,113
'200902,"[18,20)","39,934","755,078"
'200001,"[40,45)",1,44
'200908,"[ 3, 4)","116,391","406,872"
'200906,"[18,20)","58,639","1,109,031"
'199202,"[30,35)",1,31
'199210,"[30,35)",1,34
'200912,"[45,50)","1,921","90,901"
'199312,"[20,25)",1,22
'199604,"[ 3, 4)",2,7
'201006,"[30,35)","15,235","489,890"
'201006,"( 0, 1)","122,230","63,028"
'199708,"[10,12)",1,10
'201011,"[30,35)","9,506","305,121"
'201010,"[ 4, 5)","111,941","502,625"
'201105,"[35,40)","6,536","243,387"
'201111,"[ 6, 7)","115,383","748,227"
'201109,"[14,16)","103,361","1,543,869"
'198703,"[ 7, 8)",1,7
'198903,"[ 7, 8)",1,7
'198906,"[ 6, 7)",1,7
'201206,"[50,..)","11,165","1,966,502"
'201210,"[45,50)","2,244","106,213"
'201211,"[25,30)","19,555","528,896"
'201212,"[ 7, 8)","107,733","807,313"
'201301,"[ 1, 2)","116,457","173,616"
'201303,"[45,50)","1,336","63,292"
'201304,"[18,20)","50,029","945,533"
'198210,"[ 0, 0]",1,0
'201401,"[ 9,10)","98,871","937,169"
'201401,"[ 7, 8)","107,598","805,318"
'201402,"[ 3, 4)","125,708","438,140"
'200612,"[40,45)","2,371","100,131"
'200611,"[ 8, 9)","37,231","316,303"
'200605,"[10,12)",841,"9,213"
'200610,"[18,20)","3,287","62,292"
'200608,"[14,16)","1,073","16,089"
'200505,"[ 3, 4)",122,422
'200602,"[ 3, 4)",440,"1,534"
'200602,"[ 5, 6)",408,"2,239"
'200511,"[ 4, 5)",190,854
'200701,"[ 0, 0]","125,483",0
'200504,"[ 4, 5)",103,461
'200310,"[45,50)",7,337
'200301,"[12,14)",36,467
'200404,"[18,20)",25,473
'200405,"[14,16)",38,572
'200404,"[35,40)",17,627
'199704,"[ 9,10)",2,19
'200012,"[ 9,10)",1,10
'200502,"[35,40)",23,861
'199403,"[ 1, 2)",5,8
'199803,"[ 1, 2)",6,9
'199402,"[ 3, 4)",4,14
'199711,"[ 4, 5)",4,18
'199806,"[ 4, 5)",4,18
'200106,"[ 4, 5)",9,40
'200304,"[50,..)",29,"2,985"
'200009,"( 0, 1)",31,6
'200308,"[ 6, 7)",48,311
'200703,"[35,40)","6,883","256,245"
'199410,"( 0, 1)",22,4
'200701,"[18,20)","62,514","1,183,339"
'200702,"[14,16)","104,836","1,562,533"
'200707,"[45,50)","5,248","248,196"
'199209,"[ 2, 3)",5,13
'199402,"[ 2, 3)",4,10
'200108,"[ 5, 6)",8,43
'200708,"[30,35)","21,673","698,236"
'199502,"[25,30)",1,29
'200711,"[14,16)","113,279","1,692,715"
'200809,"[ 4, 5)","114,670","513,752"
'199909,"[12,14)",1,13
'200006,"[12,14)",3,40
'200810,"[12,14)","146,434","1,897,312"
'200811,"[16,18)","78,052","1,321,440"
'200911,"[45,50)","2,066","97,678"
'199401,"[30,35)",1,34
'199707,"[ 8, 9)",1,9
'201002,"[50,..)","5,904","2,048,197"
'201004,"[30,35)","12,880","413,437"
'199509,"[ 3, 4)",2,7
'201006,"[ 6, 7)","107,182","694,840"
'201008,"[ 7, 8)","103,178","772,521"
'201009,"[ 8, 9)","100,410","852,194"
'201011,"[ 6, 7)","109,040","706,954"
'201109,"[ 5, 6)","113,969","624,478"
'201107,"( 0, 1)","138,301","69,691"
'201112,"[ 9,10)","102,666","973,276"
'201107,"[20,25)","81,482","1,804,788"
'201203,"[ 2, 3)","115,740","286,083"
'198509,"[ 6, 7)",1,7
'198611,"[ 6, 7)",1,7
'199312,"[ 7, 8)",1,7
'199402,"[ 6, 7)",1,7
'199412,"[ 7, 8)",1,7
'201205,"( 0, 1)","129,549","62,332"
'198512,"[ 0, 0]",1,0
'198007,"[ 0, 0]",1,0
'198509,"[ 0, 0]",1,0
'201304,"[20,25)","62,813","1,383,618"
'201311,"[25,30)","17,329","468,394"
'201311,"[ 5, 6)","112,706","617,199"
'201312,"[35,40)","3,322","123,553"
'201401,"[35,40)","3,012","112,157"
'201402,"[ 8, 9)","112,010","949,951"
'201403,"[ 6, 7)","101,508","659,578"
'201310,"[14,16)","105,057","1,569,143"
'200610,"[ 1, 2)","6,136","9,217"
'200507,"[30,35)",63,"2,038"
'200505,"[ 1, 2)",137,199
'200411,"( 0, 1)",291,93
'200403,"[25,30)",36,967
'200409,"[10,12)",79,862
'200408,"[ 9,10)",51,485
'200410,"[ 3, 4)",80,276
'200401,"[25,30)",34,914
'200312,"[35,40)",20,745
'200404,"[ 2, 3)",76,197
'199509,"[25,30)",1,26
'199811,"[25,30)",2,56
'200001,"[25,30)",3,78
'199209,"[ 4, 5)",4,18
'199702,"[ 3, 4)",4,14
'200203,"[ 4, 5)",14,63
'199802,"[ 8, 9)",1,9
'200307,"[ 8, 9)",39,327
'199704,"[25,30)",1,26
'200312,"[50,..)",44,"4,548"
'200210,"[ 8, 9)",31,261
'199507,"( 0, 1)",22,4
'199807,"( 0, 1)",23,5
'200704,"[ 6, 7)","103,192","668,987"
'200209,"[20,25)",15,338
'200201,"[16,18)",7,117
'200202,"[14,16)",7,104
'200704,"[16,18)","86,638","1,467,352"
'200707,"[40,45)","7,986","338,041"
'199907,"[10,12)",2,22
'200406,"[40,45)",9,379
'199603,"[ 7, 8)",2,14
'199904,"[ 6, 7)",3,20
'199408,"[30,35)",2,66
'199607,"[30,35)",2,66
'199803,"[30,35)",2,66
'200109,"[ 8, 9)",4,34
'200708,"[18,20)","62,535","1,184,353"
'200709,"[14,16)","110,617","1,653,531"
'200203,"[35,40)",4,148
'199803,"[ 5, 6)",1,6
'199903,"[ 5, 6)",1,6
'199912,"[ 5, 6)",1,6
'200803,"[25,30)","30,743","833,779"
'199802,"[14,16)",2,30
'200801,"[50,..)","8,689","1,325,450"
'200109,"[18,20)",7,133
'200807,"[14,16)","109,890","1,642,999"
'200809,"[12,14)","140,508","1,818,644"
'200812,"[30,35)","11,076","356,745"
'199707,"[12,14)",1,14
'199208,"[12,14)",1,14
'200904,"[40,45)","3,423","144,536"
'200906,"[ 8, 9)","102,531","869,977"
'200907,"[ 5, 6)","109,320","599,504"
'200908,"[ 0, 0]","150,131",0
'200906,"[14,16)","110,282","1,647,950"
'199704,"[ 8, 9)",1,8
'199203,"[20,25)",1,22
'200010,"[ 3, 4)",5,17
'201002,"[20,25)","47,228","1,039,660"
'201007,"[ 5, 6)","106,043","580,936"
'201004,"[16,18)","80,920","1,369,156"
'201007,"[35,40)","9,629","358,986"
'199705,"[10,12)",1,10
'201011,"[ 7, 8)","105,737","791,676"
'201108,"[ 1, 2)","118,690","178,243"
'201112,"[ 6, 7)","112,877","731,098"
'201112,"[45,50)","1,790","84,725"
'199703,"[ 6, 7)",1,6
'198503,"[ 7, 8)",1,7
'198706,"[ 6, 7)",1,7
'199103,"[ 7, 8)",1,7
'199411,"[ 6, 7)",1,7
'198704,"[ 6, 7)",1,7
'201301,"[ 7, 8)","108,493","813,648"
'198209,"[ 0, 0]",1,0
'198809,"[ 0, 0]",1,0
'199008,"[ 0, 0]",1,0
'201306,"[40,45)","4,015","169,648"
'198204,"[ 0, 0]",1,0
'201307,"[ 9,10)","93,641","888,549"
'201308,"[35,40)","8,191","305,337"
'201309,"[ 2, 3)","117,022","291,579"
'201311,"[ 9,10)","97,588","924,129"
'201402,"[16,18)","50,936","860,983"
'201406,"[ 8, 9)","90,968","772,079"
'201406,"( 0, 1)","124,518","63,085"
'201408,"[40,45)","3,811","161,251"
'201409,"[ 3, 4)","73,996","258,284"
