MONTH,STEP_CODE,CNT,QTY
'201203,"[40,45)","2,342","99,079"
'201205,"[ 8, 9)","102,021","865,498"
'201206,"[30,35)","15,076","484,685"
'201208,"[ 7, 8)","105,190","789,029"
'201210,"[ 3, 4)","113,850","397,624"
'201207,"[20,25)","80,669","1,787,635"
'201211,"[40,45)","2,344","99,113"
'201301,"[14,16)","100,400","1,499,899"
'201303,"[ 5, 6)","110,745","607,847"
'201212,"[14,16)","101,636","1,518,005"
'201301,"[10,12)","177,447","1,945,222"
'198202,"[ 0, 0]",1,0
'198610,"[ 0, 0]",1,0
'198702,"[ 0, 0]",1,0
'198903,"[ 0, 0]",1,0
'198906,"[ 0, 0]",1,0
'201306,"[ 8, 9)","100,992","857,284"
'201311,"[ 2, 3)","116,359","289,454"
'201402,"[30,35)","4,085","131,353"
'201405,"[25,30)","24,583","666,814"
'201409,"[35,40)","3,086","114,901"
'201410,"[ 6, 7)","31,781","206,177"
'200605,"[ 3, 4)",530,"1,842"
'200606,"[ 3, 4)",611,"2,131"
'200606,"[20,25)",566,"12,554"
'200405,"[ 5, 6)",71,392
'200504,"[35,40)",33,"1,218"
'200608,"[50,..)",565,"103,439"
'200608,"[16,18)",845,"14,348"
'200404,"[ 8, 9)",43,364
'200504,"[ 8, 9)",76,644
'200406,"[ 7, 8)",70,526
'200308,"( 0, 1)",175,57
'200506,"[16,18)",80,"1,364"
'200401,"[10,12)",64,695
'200105,"[ 3, 4)",10,34
'200409,"[20,25)",57,"1,285"
'200208,"[ 0, 0]",409,0
'200412,"[35,40)",25,927
'200206,"[12,14)",16,203
'200303,"[ 4, 5)",32,143
'199308,"[ 0, 0]",140,0
'199406,"[ 9,10)",2,19
'199902,"[ 8, 9)",1,9
'199910,"[ 9,10)",1,10
'200007,"[ 9,10)",1,10
'199802,"[ 0, 0]",149,0
'199510,"[ 1, 2)",6,9
'199708,"[ 1, 2)",6,9
'200211,"[ 1, 2)",25,36
'199911,"[ 4, 5)",5,22
'199307,"[ 4, 5)",4,18
'199404,"[25,30)",1,26
'200702,"[ 6, 7)","108,035","699,960"
'200702,"[25,30)","20,117","545,145"
'200306,"[14,16)",24,356
'200204,"[50,..)",16,"1,496"
'200302,"[12,14)",30,388
'200305,"[14,16)",21,316
'200206,"[50,..)",17,"1,569"
'200207,"[14,16)",17,256
'199310,"( 0, 1)",22,4
'200201,"[10,12)",6,65
'200704,"[18,20)","62,685","1,185,457"
'199511,"[ 2, 3)",6,15
'199612,"[ 2, 3)",6,15
'200708,"[50,..)","20,758","2,438,614"
'199912,"[30,35)",4,131
'200010,"[ 7, 8)",3,22
'199407,"[ 5, 6)",1,6
'199910,"[ 5, 6)",1,6
'200803,"[30,35)","12,742","409,731"
'199208,"[16,18)",1,16
'200002,"[14,16)",6,90
'199302,"[14,16)",1,15
'200108,"[18,20)",5,97
'200806,"[ 5, 6)","107,815","590,793"
'200809,"[ 5, 6)","112,226","615,219"
'200809,"[ 1, 2)","118,458","175,680"
'200008,"[18,20)",4,78
'199612,"[12,14)",1,14
'199206,"[12,14)",1,13
'200907,"[45,50)","4,737","224,252"
'200908,"[ 7, 8)","106,782","800,970"
'200908,"[16,18)","76,199","1,291,772"
'200911,"[10,12)","183,291","2,005,192"
'201003,"[50,..)","7,998","2,495,147"
'199301,"[20,25)",1,22
'201005,"[30,35)","15,538","500,826"
'199612,"[10,12)",1,10
'201009,"[10,12)","169,545","1,854,539"
'201101,"[ 2, 3)","114,208","283,509"
'201102,"[ 7, 8)","120,648","901,572"
'201102,"[ 4, 5)","130,131","584,026"
'201106,"[ 0, 0]","176,912",0
'201111,"[ 1, 2)","119,245","178,075"
'201106,"[20,25)","75,753","1,673,477"
'201109,"[10,12)","176,874","1,934,552"
'199711,"[16,18)",1,16
'201201,"[ 3, 4)","118,082","410,091"
'199705,"[ 6, 7)",1,6
'201207,"[ 9,10)","94,374","895,370"
'201212,"[ 9,10)","99,337","942,460"
'201301,"[ 6, 7)","110,236","715,825"
'201301,"[ 5, 6)","111,777","613,399"
'201304,"[25,30)","22,306","603,505"
'198606,"[ 0, 0]",1,0
'201306,"[ 1, 2)","114,430","170,021"
'201311,"[18,20)","44,268","836,390"
'201402,"[ 1, 2)","126,062","185,776"
'201403,"[50,..)","4,572","826,899"
'201411,"[ 1, 2)",1,1
'201408,"[16,18)","60,400","1,023,031"
'200412,"[ 5, 6)",87,481
'200503,"[35,40)",35,"1,294"
'200607,"[ 2, 3)",807,"2,000"
'200506,"[ 9,10)",101,962
'200512,"[12,14)",246,"3,196"
'200412,"[30,35)",31,"1,001"
'200311,"[30,35)",24,774
'200409,"[50,..)",63,"20,433"
'200310,"( 0, 1)",184,59
'200301,"( 0, 1)",110,34
'200601,"[ 4, 5)",267,"1,198"
'200301,"[45,50)",3,144
'200701,"[14,16)","116,907","1,748,304"
'200201,"[12,14)",12,155
'200207,"[ 4, 5)",23,103
'200309,"[25,30)",23,622
'200407,"[20,25)",56,"1,250"
'200412,"[14,16)",46,693
'199707,"[ 1, 2)",6,9
'199901,"[ 1, 2)",7,10
'200112,"[25,30)",6,160
'199406,"[25,30)",1,26
'199608,"[ 4, 5)",4,18
'199901,"[ 4, 5)",4,18
'200211,"[ 4, 5)",30,135
'200002,"[ 9,10)",2,18
'199307,"( 0, 1)",22,4
'200705,"[ 6, 7)","97,909","635,514"
'200105,"[12,14)",7,91
'200210,"[20,25)",17,374
'200108,"[10,12)",5,54
'200110,"[16,18)",7,117
'200703,"[16,18)","89,044","1,508,492"
'199203,"[ 2, 3)",5,12
'199612,"[ 7, 8)",2,14
'200111,"[14,16)",10,150
'199606,"[ 5, 6)",1,5
'199309,"[ 5, 6)",1,5
'199206,"[14,16)",1,16
'200806,"[50,..)","15,031","1,951,370"
'200806,"[ 1, 2)","112,209","165,819"
'200806,"[ 3, 4)","113,914","397,589"
'200809,"[50,..)","15,225","1,980,554"
'200005,"[18,20)",4,78
'200103,"[18,20)",4,78
'200810,"[ 8, 9)","102,245","868,519"
'199411,"[12,14)",1,13
'199901,"[12,14)",1,14
'199702,"[18,20)",1,20
'199912,"[50,..)",1,145
'200903,"[ 4, 5)","113,358","508,422"
'200902,"( 0, 1)","160,662","81,369"
'200904,"[ 2, 3)","114,331","284,530"
'200904,"[ 9,10)","98,033","928,508"
'200906,"( 0, 1)","125,990","65,132"
'200908,"[ 1, 2)","111,232","169,109"
'200906,"[16,18)","81,637","1,382,101"
'199204,"[30,35)",1,33
'201002,"[ 6, 7)","118,907","770,649"
'200911,"[18,20)","53,269","1,006,960"
'200912,"[18,20)","56,007","1,060,088"
'199511,"[ 3, 4)",2,7
'201008,"[ 1, 2)","110,992","165,804"
'201009,"[ 1, 2)","113,161","170,654"
'201010,"[ 5, 6)","108,167","594,417"
'199203,"[10,12)",1,10
'201012,"[12,14)","142,029","1,839,293"
'199904,"[16,18)",1,16
'201111,"[14,16)","104,915","1,566,450"
'198408,"[ 7, 8)",1,7
'199109,"[ 6, 7)",1,7
'201211,"[30,35)","8,222","263,962"
'201211,"[ 8, 9)","105,479","895,639"
'198308,"[ 0, 0]",1,0
'198811,"[ 0, 0]",1,0
'199004,"[ 0, 0]",1,0
'201309,"[ 7, 8)","106,515","797,780"
'201309,"[18,20)","48,209","911,556"
'201309,"[40,45)","3,975","168,003"
'201307,"[16,18)","73,383","1,243,465"
'201312,"[30,35)","6,703","215,238"
'201312,"[25,30)","17,560","475,175"
'201402,"[ 6, 7)","117,298","759,896"
'201402,"[ 4, 5)","125,535","562,988"
'201410,"[ 1, 2)","34,169","50,589"
'200611,"[ 0, 0]","64,473",0
'200605,"[ 1, 2)",761,"1,112"
'200605,"[ 4, 5)",491,"2,208"
'200605,"[ 9,10)",468,"4,445"
'200601,"[ 1, 2)",344,504
'200701,"[25,30)","30,882","836,838"
'200510,"[16,18)",121,"2,061"
'200512,"[20,25)",196,"4,338"
'200210,"[45,50)",2,95
'200502,"[40,45)",16,683
'200503,"[20,25)",92,"2,055"
'200408,"[ 3, 4)",75,258
'199310,"[ 0, 0]",140,0
'200209,"[ 9,10)",21,199
'199706,"[ 0, 0]",148,0
'200307,"[ 9,10)",34,324
'199905,"[ 0, 0]",149,0
'199512,"[ 1, 2)",6,9
'200004,"[ 1, 2)",10,14
'200106,"[ 1, 2)",13,19
'199504,"[25,30)",1,26
'200005,"[ 4, 5)",5,23
'199304,"[ 4, 5)",4,18
'199707,"[ 4, 5)",4,18
'199805,"[ 9,10)",1,10
'199207,"[25,30)",2,53
'199810,"[25,30)",2,53
'199801,"[ 9,10)",1,10
'199411,"[ 1, 2)",6,9
'200202,"[ 1, 2)",14,23
'200204,"[45,50)",1,47
'200001,"( 0, 1)",25,6
'200212,"[ 8, 9)",31,261
'200309,"[ 6, 7)",49,320
'200305,"[ 6, 7)",38,247
'200302,"[16,18)",15,252
'199809,"[ 2, 3)",7,18
'199910,"[ 2, 3)",7,18
'200706,"( 0, 1)","114,038","59,091"
'200708,"[40,45)","7,896","334,138"
'199912,"[10,12)",2,22
'200709,"[45,50)","4,256","201,217"
'199703,"[ 7, 8)",2,14
'199911,"[ 6, 7)",3,20
'200712,"[45,50)","2,419","114,403"
'199310,"[ 5, 6)",1,6
'199402,"[ 5, 6)",1,5
'200801,"( 0, 1)","137,063","69,916"
'199301,"[16,18)",1,16
'200805,"[ 4, 5)","107,618","483,575"
'200806,"[ 6, 7)","107,420","696,704"
'200806,"[10,12)","174,908","1,914,712"
'200811,"[ 5, 6)","113,565","622,390"
'200812,"[ 5, 6)","109,560","602,387"
'199610,"[12,14)",1,14
'200901,"[25,30)","25,041","679,046"
'199511,"[20,25)",3,68
'200811,"[14,16)","110,280","1,647,932"
'199812,"[20,25)",3,65
'200903,"[ 5, 6)","110,540","606,805"
'200812,"[20,25)","72,611","1,602,380"
'200907,"[50,..)","18,046","2,461,302"
'200909,"[ 1, 2)","115,269","173,444"
'199402,"[30,35)",1,30
'200902,"[20,25)","46,625","1,026,788"
'199901,"[ 8, 9)",1,9
'199209,"[20,25)",2,47
'199312,"[ 3, 4)",3,10
'199901,"[ 3, 4)",3,10
'201004,"[12,14)","149,714","1,937,317"
'201010,"[ 8, 9)","100,081","849,679"
'199507,"[10,12)",1,10
'199710,"[10,12)",1,10
'201012,"[ 0, 0]","170,418",0
'201106,"[ 7, 8)","108,776","814,635"
'201107,"[ 4, 5)","115,359","517,139"
'201109,"[30,35)","14,601","469,864"
'201105,"[18,20)","58,216","1,102,530"
'198411,"[ 6, 7)",1,7
'199201,"[ 7, 8)",1,7
'199303,"[ 7, 8)",1,7
'201204,"[ 1, 2)","117,165","175,748"
'201207,"[18,20)","56,395","1,067,948"
'201301,"( 0, 1)","175,344","88,923"
'201301,"[16,18)","67,240","1,138,655"
'198107,"[ 0, 0]",1,0
'198412,"[ 0, 0]",1,0
'198911,"[ 0, 0]",1,0
'199103,"[ 0, 0]",1,0
'201307,"[ 6, 7)","107,475","697,604"
'201307,"[40,45)","5,135","217,222"
'201309,"[ 8, 9)","103,195","875,928"
'201312,"[12,14)","138,277","1,789,536"
'201311,"[14,16)","98,639","1,472,888"
'201406,"[ 0, 0]","212,308",0
'201407,"[45,50)","2,615","123,769"
'200510,"[ 3, 4)",174,604
'200504,"[ 2, 3)",123,314
'200609,"[40,45)",134,"5,693"
'200608,"[12,14)","1,318","17,085"
'200602,"[20,25)",300,"6,685"
'200403,"[50,..)",53,"17,332"
'200509,"[50,..)",145,"33,128"
'200701,"[ 7, 8)","98,506","738,576"
'200511,"[ 1, 2)",242,352
'200503,"[ 7, 8)",103,770
'200507,"[18,20)",71,"1,340"
'200504,"[16,18)",70,"1,193"
'200412,"[ 9,10)",62,590
'200208,"[ 5, 6)",28,154
'200212,"[ 5, 6)",41,226
'199302,"[ 0, 0]",141,0
'199606,"[ 1, 2)",7,10
'199701,"[ 1, 2)",6,9
'199809,"[25,30)",2,56
'200004,"[ 4, 5)",6,27
'199204,"[ 4, 5)",4,18
'199807,"[ 9,10)",1,10
'200209,"[25,30)",10,275
'200308,"[ 7, 8)",47,351
'200108,"[ 7, 8)",5,36
'199907,"[ 1, 2)",7,10
'200203,"[50,..)",11,"1,118"
'200208,"[ 6, 7)",26,169
'199901,"[ 2, 3)",7,18
'199707,"( 0, 1)",22,4
'199710,"[ 2, 3)",6,15
'200202,"[25,30)",6,164
'199410,"[ 2, 3)",5,12
'200708,"[ 2, 3)","106,476","265,035"
'199808,"[30,35)",3,96
'200001,"[ 7, 8)",2,14
'199712,"[30,35)",2,66
'199503,"[ 5, 6)",1,6
'199702,"[ 5, 6)",2,11
'199302,"[ 5, 6)",1,5
'200712,"[12,14)","148,083","1,919,355"
'199312,"[16,18)",1,16
'199402,"[14,16)",1,15
'200104,"[18,20)",7,133
'199903,"[18,20)",1,19
'200002,"[18,20)",6,111
'200902,"[ 3, 4)","125,751","438,147"
'199707,"[20,25)",3,65
'199804,"[20,25)",4,88
'199807,"[20,25)",3,65
'199904,"[20,25)",4,88
'200906,"[ 6, 7)","109,375","708,952"
'200904,"[10,12)","181,928","1,989,927"
'200909,"[ 6, 7)","114,105","740,166"
'199611,"[ 8, 9)",1,8
'201001,"[ 5, 6)","111,817","612,967"
'199406,"[20,25)",2,47
'199212,"[ 3, 4)",3,10
'201005,"[ 5, 6)","108,076","594,143"
'201008,"[18,20)","52,307","990,440"
'201009,"[14,16)","98,894","1,477,269"
'201010,"[14,16)","103,885","1,551,778"
'201102,"[18,20)","37,088","700,975"
'201103,"[ 4, 5)","116,083","520,417"
'201103,"[10,12)","180,506","1,979,689"
'201107,"[40,45)","6,429","271,934"
'201111,"[ 7, 8)","110,943","830,605"
'201110,"[45,50)","2,764","130,849"
'199509,"[16,18)",1,16
'199101,"[ 7, 8)",1,7
'199112,"[ 7, 8)",1,7
'199209,"[ 6, 7)",1,7
'201207,"[ 5, 6)","108,281","594,071"
'201206,"[20,25)","76,012","1,679,447"
'201211,"[12,14)","139,952","1,809,975"
'201302,"[12,14)","121,686","1,570,011"
'198012,"[ 0, 0]",1,0
'198708,"[ 0, 0]",1,0
'198808,"[ 0, 0]",1,0
'201306,"[50,..)","9,528","1,586,514"
'201306,"[14,16)","102,343","1,529,093"
'201404,"[40,45)","2,107","88,942"
'201405,"[ 3, 4)","100,328","350,886"
'201404,"[10,12)","165,534","1,809,131"
'201307,"[18,20)","53,519","1,013,427"
'200606,"[25,30)",302,"8,215"
'200606,"[ 8, 9)",522,"4,436"
'200602,"( 0, 1)","1,741",612
'200511,"( 0, 1)",721,255
'200508,"[12,14)",175,"2,277"
'200411,"[ 0, 0]","1,248",0
'200606,"[18,20)",338,"6,407"
'200305,"[50,..)",29,"3,085"
'200510,"[ 2, 3)",166,416
'200504,"[ 1, 2)",132,192
'200407,"[25,30)",44,"1,184"
'200507,"[45,50)",18,863
'200402,"[20,25)",48,"1,100"
'200403,"[35,40)",22,819
'200503,"[12,14)",116,"1,511"
'199304,"[ 0, 0]",141,0
'200104,"[ 9,10)",3,28
'199702,"[ 0, 0]",148,0
'200303,"[ 9,10)",26,247
'199903,"[ 0, 0]",149,0
'199902,"[ 1, 2)",6,10
'200102,"[20,25)",5,114
'200303,"[ 1, 2)",26,37
'200310,"[ 1, 2)",50,72
'199311,"[25,30)",1,26
'199712,"[25,30)",2,53
'200003,"[ 4, 5)",5,23
'199811,"[ 9,10)",2,19
'199907,"[ 4, 5)",5,23
'200408,"[50,..)",63,"18,448"
'200210,"[12,14)",33,426
'200303,"[14,16)",20,301
'200312,"[18,20)",20,376
'200701,"[12,14)","146,604","1,898,924"
'200206,"[14,16)",16,237
'199901,"( 0, 1)",23,5
'200702,"[20,25)","57,797","1,273,686"
'199910,"[10,12)",2,22
'200010,"[10,12)",2,22
'200707,"[50,..)","20,422","2,449,740"
'200711,"[ 9,10)","95,308","903,110"
'199706,"[ 6, 7)",3,20
'199808,"[ 7, 8)",2,14
'199610,"[30,35)",2,66
'199505,"[ 7, 8)",2,14
'200802,"[ 6, 7)","112,149","728,356"
'200802,"[ 9,10)","100,317","951,784"
'200712,"[14,16)","115,770","1,731,302"
'199406,"[14,16)",1,16
'199707,"[16,18)",2,33
'200803,"[10,12)","179,106","1,965,171"
'200806,"[40,45)","5,838","246,621"
'200807,"[ 0, 0]","129,247",0
'200804,"[14,16)","114,546","1,711,653"
'199601,"[12,14)",1,14
'199603,"[20,25)",2,44
'200004,"[50,..)",1,140
'200012,"[40,45)",1,44
'200905,"[45,50)","3,157","149,412"
'200906,"[35,40)","9,505","354,152"
'200906,"[25,30)","35,273","956,730"
'200909,"[ 3, 4)","121,304","423,398"
'200910,"[14,16)","111,662","1,668,352"
'199910,"[ 8, 9)",1,9
'200010,"[ 8, 9)",1,9
'199801,"[ 8, 9)",1,9
'201005,"[ 7, 8)","101,539","760,027"
'201003,"[12,14)","150,782","1,953,557"
'201007,"[ 0, 0]","145,413",0
'201008,"[ 5, 6)","107,216","587,218"
'201009,"[ 5, 6)","109,473","599,926"
'199807,"[10,12)",1,10
'199502,"[ 9,10)",1,9
'201102,"[ 1, 2)","125,302","188,502"
'201103,"[ 3, 4)","117,130","407,884"
'201111,"[ 0, 0]","188,694",0
'200009,"[ 7, 8)",1,7
'199706,"[16,18)",1,16
'198510,"[ 7, 8)",1,7
'201206,"[ 6, 7)","108,854","705,589"
'201302,"[18,20)","31,747","600,028"
'198311,"[ 0, 0]",1,0
'199102,"[ 0, 0]",1,0
'198010,"[ 0, 0]",1,0
'201312,"[ 4, 5)","112,485","503,547"
'201311,"[16,18)","67,173","1,136,364"
'201408,"[45,50)","2,532","119,789"
'200611,"[10,12)","65,363","714,889"
'200510,"[14,16)",153,"2,291"
'200508,"[30,35)",64,"2,070"
'200701,"[ 5, 6)","101,964","558,208"
'200302,"[50,..)",25,"2,597"
'200103,"[ 7, 8)",4,29
'200206,"[ 7, 8)",23,174
'200401,"( 0, 1)",219,75
'200504,"[25,30)",74,"2,006"
'200508,"[ 6, 7)",125,810
'200505,"[20,25)",107,"2,381"
'200107,"[ 3, 4)",11,37
'201403,"[ 1, 2)","120,062","176,464"
'200211,"[12,14)",30,382
'200404,"[ 4, 5)",64,285
'200012,"[ 0, 0]",180,0
'199507,"[ 1, 2)",6,9
'200007,"[ 4, 5)",6,27
'200206,"[ 4, 5)",22,99
'200104,"[ 7, 8)",2,14
'199909,"( 0, 1)",24,5
'200302,"[ 4, 5)",37,168
'200701,"( 0, 1)","129,857","68,626"
'200002,"( 0, 1)",32,7
'200302,"[14,16)",15,225
'199305,"( 0, 1)",21,3
'199309,"( 0, 1)",21,4
'199805,"( 0, 1)",23,5
'199806,"( 0, 1)",22,5
'200202,"[16,18)",8,137
'200106,"[12,14)",5,64
'200706,"[30,35)","19,374","622,764"
'200204,"[20,25)",12,271
'199803,"[ 2, 3)",6,15
'200709,"[30,35)","18,219","585,897"
'200707,"[10,12)","166,386","1,825,505"
'200312,"[40,45)",9,387
'200802,"[ 1, 2)","122,715","180,570"
'199811,"[ 5, 6)",1,5
'200804,"[30,35)","13,927","447,468"
'199307,"[16,18)",1,16
'199706,"[14,16)",1,16
'200804,"( 0, 1)","124,929","63,220"
'200807,"[ 8, 9)","100,011","848,997"
'200808,"[ 6, 7)","105,554","685,684"
'200812,"[ 7, 8)","105,281","788,885"
'199209,"[12,14)",1,13
'199604,"[20,25)",3,68
'200904,"[ 0, 0]","147,851",0
'199310,"[30,35)",1,34
'200912,"[35,40)","5,320","198,144"
'201003,"[25,30)","28,074","760,911"
'199403,"[20,25)",1,22
'199203,"[ 3, 4)",3,10
'199209,"[ 3, 4)",2,7
'199606,"[ 3, 4)",2,7
'201006,"[ 8, 9)","100,525","852,971"
'201007,"[12,14)","133,486","1,728,532"
'201107,"[ 1, 2)","118,611","175,057"
'201109,"[40,45)","4,962","209,789"
'201201,"[25,30)","18,853","510,728"
'201203,"[ 0, 0]","205,395",0
'201203,"[35,40)","4,024","149,676"
'198511,"[ 6, 7)",1,7
'199002,"[ 6, 7)",1,7
'199210,"[ 7, 8)",1,7
'201205,"[ 2, 3)","110,969","274,276"
'201205,"[ 7, 8)","102,259","765,275"
'201203,"[50,..)","5,377","1,283,807"
'201207,"[45,50)","4,097","194,007"
'201209,"[ 4, 5)","114,403","513,026"
'201210,"[ 0, 0]","203,084",0
'201208,"[10,12)","169,089","1,853,258"
'201211,"[18,20)","46,253","874,377"
'201210,"[16,18)","77,074","1,304,916"
'201211,"[16,18)","68,840","1,164,778"
'201303,"( 0, 1)","154,276","77,244"
'201306,"[ 9,10)","94,307","893,252"
'201309,"[30,35)","12,346","397,092"
'201310,"[40,45)","2,841","120,206"
'201404,"[18,20)","43,262","817,421"
'201408,"[12,14)","113,301","1,466,313"
'201411,"[50,..)",13,"4,286"
'200610,"[ 0, 0]","17,875",0
'200602,"[ 7, 8)",375,"2,809"
'200603,"[ 8, 9)",356,"3,026"
'200511,"[35,40)",58,"2,152"
'200603,"[14,16)",430,"6,443"
'200601,"[18,20)",151,"2,864"
'200512,"[30,35)",79,"2,559"
'200303,"[ 7, 8)",36,269
'200306,"[ 0, 0]",644,0
'200402,"[40,45)",9,382
'200308,"[ 3, 4)",46,158
'200404,"[20,25)",51,"1,149"
'200410,"[35,40)",25,927
'200409,"[12,14)",67,857
'200410,"[12,14)",82,"1,063"
'200505,"[40,45)",21,891
'199303,"[ 1, 2)",4,6
'199505,"[ 1, 2)",5,8
'199501,"[ 0, 0]",141,0
'200510,"[30,35)",72,"2,337"
'199509,"[ 1, 2)",7,10
'199911,"( 0, 1)",24,5
'199907,"( 0, 1)",25,6
'199401,"( 0, 1)",22,4
'200308,"[18,20)",18,338
'200208,"[18,20)",10,191
'200102,"[ 2, 3)",10,25
'200211,"[20,25)",17,378
'200609,"[18,20)",788,"14,922"
'200206,"[30,35)",7,229
'199905,"[10,12)",2,22
'200708,"[12,14)","138,254","1,791,007"
'199909,"[ 6, 7)",3,20
'199410,"[30,35)",2,66
'200208,"[35,40)",5,188
'199303,"[ 5, 6)",1,6
'200005,"[ 5, 6)",4,21
'200802,"[25,30)","21,826","591,270"
'200106,"[14,16)",8,120
'200005,"[16,18)",5,85
'200107,"[18,20)",5,97
'200806,"[ 2, 3)","112,004","279,119"
'200808,"[ 1, 2)","117,386","174,620"
'200810,"[ 4, 5)","112,603","505,896"
'200811,"[35,40)","6,151","229,372"
'200811,"[45,50)","2,582","122,211"
'199505,"[20,25)",2,44
'199803,"[20,25)",3,65
'199909,"[20,25)",4,88
'200004,"[40,45)",1,42
'200901,"[18,20)","55,045","1,041,877"
'200908,"[50,..)","16,980","2,536,819"
'200912,"[40,45)","3,030","128,101"
'199702,"[ 7, 8)",1,8
'199305,"[ 3, 4)",3,10
'199507,"[ 3, 4)",3,10
'201004,"[50,..)","9,036","2,637,281"
'199608,"[10,12)",1,10
'201011,"[ 9,10)","96,404","913,014"
'201011,"[ 5, 6)","110,397","604,935"
'201012,"[ 6, 7)","107,389","695,865"
'201101,"[ 1, 2)","121,577","177,322"
'201102,"[45,50)","1,360","64,390"
'201104,"[ 2, 3)","114,056","284,068"
'201107,"[25,30)","36,357","988,443"
'201112,"[18,20)","50,444","954,037"
'201108,"( 0, 1)","144,584","76,045"
'201108,"[16,18)","74,509","1,262,091"
'199907,"[14,16)",1,15
'199905,"[ 6, 7)",1,6
'198512,"[ 7, 8)",1,7
'198608,"[ 7, 8)",1,7
'198311,"[ 6, 7)",1,7
'201206,"[ 5, 6)","109,267","598,479"
'201206,"[ 0, 0]","201,224",0
'201207,"[ 3, 4)","112,548","393,180"
'201208,"[ 4, 5)","110,299","495,301"
'201210,"[ 6, 7)","107,939","700,615"
'201212,"[ 0, 0]","232,101",0
'201301,"[ 8, 9)","103,948","883,310"
'201302,"[ 9,10)","101,411","962,220"
'198206,"[ 0, 0]",1,0
'198212,"[ 0, 0]",1,0
'198510,"[ 0, 0]",1,0
'198910,"[ 0, 0]",1,0
'201306,"[ 0, 0]","223,954",0
'201407,"[ 2, 3)","99,631","249,157"
'201409,"[ 4, 5)","69,036","309,929"
'200611,"[ 2, 3)","43,205","107,747"
'200611,"[40,45)","1,289","54,491"
'200609,"[ 6, 7)","1,103","7,151"
'200606,"[ 4, 5)",599,"2,700"
'200609,"[14,16)","1,339","20,041"
'200606,"[16,18)",466,"7,910"
'200412,"[ 8, 9)",66,557
'200510,"[ 6, 7)",152,984
'200301,"[ 7, 8)",35,261
'200605,"[45,50)",41,"1,948"
'200406,"[25,30)",38,"1,024"
'200503,"[16,18)",64,"1,088"
'200410,"[45,50)",10,483
'200202,"( 0, 1)",58,17
'200204,"( 0, 1)",65,17
'200207,"[ 3, 4)",20,67
'200208,"[ 3, 4)",21,71
'200406,"[20,25)",54,"1,219"
'200204,"[ 5, 6)",24,133
'200312,"[12,14)",53,687
'200401,"[20,25)",46,"1,027"
'199208,"[ 9,10)",1,10
'199501,"[ 9,10)",1,10
'199512,"[ 9,10)",1,10
'199804,"[ 0, 0]",149,0
'200005,"[ 0, 0]",164,0
'199503,"[ 1, 2)",5,8
'199709,"[ 1, 2)",7,10
'199206,"[25,30)",1,26
'199505,"[25,30)",2,53
'199506,"[25,30)",1,26
'199707,"[25,30)",2,53
'199802,"[20,25)",3,68
'200111,"[ 4, 5)",11,49
'199202,"[ 9,10)",2,18
'199408,"[ 9,10)",1,10
'199504,"[ 9,10)",2,19
'200412,"[50,..)",72,"27,411"
'200101,"( 0, 1)",32,7
'200211,"[ 8, 9)",24,203
'200411,"[ 6, 7)",68,442
'200310,"[18,20)",19,357
'200701,"[10,12)","173,097","1,897,335"
'200003,"[ 2, 3)",9,23
'200108,"[ 2, 3)",16,40
'200309,"[35,40)",12,447
'200103,"[12,14)",7,91
'200104,"[16,18)",4,67
'200704,"[14,16)","116,373","1,739,556"
'199711,"[ 2, 3)",6,15
'199407,"[ 2, 3)",5,12
'200110,"[ 5, 6)",8,43
'200709,"[ 3, 4)","111,046","387,997"
'199511,"[ 6, 7)",2,14
'199811,"[ 6, 7)",3,20
'199604,"[30,35)",2,64
'200708,"[25,30)","43,406","1,179,795"
'200712,"[ 0, 0]","134,870",0
'200709,"[16,18)","82,002","1,388,735"
'200710,"[18,20)","64,441","1,220,549"
'199809,"[ 5, 6)",1,5
'200101,"[ 5, 6)",4,21
'199703,"[ 5, 6)",1,6
'200204,"[18,20)",9,171
'200712,"[18,20)","60,498","1,145,402"
'199809,"[14,16)",2,31
'200105,"[40,45)",2,87
'200011,"[50,..)",2,191
'200806,"[ 0, 0]","127,246",0
'200806,"[45,50)","3,986","188,515"
'200809,"[40,45)","5,732","242,522"
'200808,"[50,..)","17,756","2,326,559"
'200808,"[14,16)","107,765","1,611,338"
'199705,"[12,14)",1,14
'200003,"[12,14)",5,65
'199507,"[20,25)",2,44
'199708,"[20,25)",3,65
'200903,"[30,35)","10,997","353,934"
'200002,"[40,45)",1,41
'200906,"[40,45)","5,915","250,092"
'200911,"[50,..)","7,941","2,134,284"
'201001,"[50,..)","7,370","1,948,243"
'201007,"[ 7, 8)","101,717","761,718"
'201008,"[25,30)","33,311","905,552"
'201010,"[ 2, 3)","111,118","276,634"
'201104,"[25,30)","22,676","613,766"
'201104,"[45,50)","1,839","86,952"
'201108,"[ 2, 3)","116,791","292,202"
'201107,"[50,..)","15,952","2,441,532"
'199805,"[14,16)",1,15
'201201,"[ 7, 8)","109,307","817,538"
'201205,"[ 0, 0]","199,387",0
'198908,"[ 7, 8)",1,7
'201204,"[16,18)","72,746","1,230,883"
'201210,"[50,..)","8,196","1,753,085"
'201210,"[ 2, 3)","113,197","282,406"
'198405,"[ 0, 0]",1,0
'201305,"[40,45)","3,621","153,135"
'201404,"[ 3, 4)","111,543","390,650"
'201406,"[25,30)","23,446","634,818"
'201407,"( 0, 1)","128,731","64,736"
