Date;Steps;CNT;QTY;ZipCode
'200211;[ 1, 2);25;36;19014
'199911;[ 4, 5);5;22;19014
'199307;[ 4, 5);4;18;19014
'199404;[25,30);1;26;19014
'200702;[ 6, 7);108035;69996;19014
'200702;[25,30);20117;545145;19014
'200306;[14,16);24;356;19014
'200204;[50,..);16;1496;19014
'200302;[12,14);30;388;19014
'200305;[14,16);21;316;19014
'200206;[50,..);17;1569;19014
'200207;[14,16);17;256;19014
'199310;( 0, 1);22;4;19014
'200201;[10,12);6;65;19014
'200704;[18,20);62685;1185457;19014
'199511;[ 2, 3);6;15;19014
'199612;[ 2, 3);6;15;19014
'200708;[50,..);20758;2438614;19014
'199912;[30,35);4;131;19014
'200010;[ 7, 8);3;22;19014
'199407;[ 5, 6);1;6;19014
'199910;[ 5, 6);1;6;19014
'200803;[30,35);12742;409731;19014
'199208;[16,18);1;16;19014
'200002;[14,16);6;90;19014
'199302;[14,16);1;15;19014
'200108;[18,20);5;97;19014
'200806;[ 5, 6);107815;590793;19014
'200809;[ 5, 6);112226;615219;19014
'200809;[ 1, 2);118458;17568;19014
'200008;[18,20);4;78;19014
'199612;[12,14);1;14;19014
'199206;[12,14);1;13;19014
'200907;[45,50);4737;224252;19014
'200908;[ 7, 8);106782;80097;19014
'200908;[16,18);76199;1291772;19014
'200911;[10,12);183291;2005192;19014
'201003;[50,..);7998;2495147;19014
'199301;[20,25);1;22;19014
'201005;[30,35);15538;500826;19014
'199612;[10,12);1;10;19014
'201009;[10,12);169545;1854539;19014
'201101;[ 2, 3);114208;283509;19014
'201102;[ 7, 8);120648;901572;19014
'201102;[ 4, 5);130131;584026;19014
'201106;[ 0, 0];176912;0;19014
'201111;[ 1, 2);119245;178075;19014
'201106;[20,25);75753;1673477;19014
'201109;[10,12);176874;1934552;19014
'199711;[16,18);1;16;19014
'201201;[ 3, 4);118082;410091;19014
'199705;[ 6, 7);1;6;19014
'201207;[ 9,10);94374;89537;19014
'201212;[ 9,10);99337;94246;19014
'201301;[ 6, 7);110236;715825;19014
'201301;[ 5, 6);111777;613399;19014
'201304;[25,30);22306;603505;19014
'198606;[ 0, 0];1;0;19014
'201306;[ 1, 2);11443;170021;19014
'201311;[18,20);44268;83639;19014
'201402;[ 1, 2);126062;185776;19014
'201403;[50,..);4572;826899;19014
'201411;[ 1, 2);1;1;19014
'201408;[16,18);604;1023031;19014
'200412;[ 5, 6);87;481;19014
'200503;[35,40);35;1294;19014
'200607;[ 2, 3);807;2;19014
'200506;[ 9,10);101;962;19014
'200512;[12,14);246;3196;19014
'200412;[30,35);31;1001;19014
'200311;[30,35);24;774;19014
'200409;[50,..);63;20433;19014
'200310;( 0, 1);184;59;19014
'200301;( 0, 1);110;34;19014
'200601;[ 4, 5);267;1198;19014
'200301;[45,50);3;144;19014
'200701;[14,16);116907;1748304;19014
'200201;[12,14);12;155;19014
'200207;[ 4, 5);23;103;19014
'200309;[25,30);23;622;19014
'200407;[20,25);56;125;19014
'200412;[14,16);46;693;19014
'199707;[ 1, 2);6;9;19014
'199901;[ 1, 2);7;10;19014
'200112;[25,30);6;160;19014
'199406;[25,30);1;26;19014
'199608;[ 4, 5);4;18;19014
'199901;[ 4, 5);4;18;19014
'200211;[ 4, 5);30;135;19014
'200002;[ 9,10);2;18;19014
'199307;( 0, 1);22;4;19014
'200705;[ 6, 7);97909;635514;19014
'200105;[12,14);7;91;19014
'200210;[20,25);17;374;19014
'200108;[10,12);5;54;19014
'200110;[16,18);7;117;19014
'200703;[16,18);89044;1508492;19014
'199203;[ 2, 3);5;12;19014
'199612;[ 7, 8);2;14;19014
'200111;[14,16);10;150;19014
'199606;[ 5, 6);1;5;19014
'199309;[ 5, 6);1;5;19014
'199206;[14,16);1;16;19014
'200806;[50,..);15031;1951370;19014
'200806;[ 1, 2);112209;165819;19014
'200806;[ 3, 4);113914;397589;19014
'200809;[50,..);15225;1980554;19014
'200005;[18,20);4;78;19014
'200103;[18,20);4;78;19014
'200810;[ 8, 9);102245;868519;19014
'199411;[12,14);1;13;19014
'199901;[12,14);1;14;19014
'199702;[18,20);1;20;19014
'199912;[50,..);1;145;19014
'200903;[ 4, 5);113358;508422;19014
'200902;( 0, 1);160662;81369;19014
'200904;[ 2, 3);114331;28453;19014
'200904;[ 9,10);98033;928508;19014
'200906;( 0, 1);12599;65132;19014
'200908;[ 1, 2);111232;169109;19014
'200906;[16,18);81637;1382101;19014
'199204;[30,35);1;33;19014
'201002;[ 6, 7);118907;770649;19014
'200911;[18,20);53269;1006960;19014
'200912;[18,20);56007;1060088;19014
'199511;[ 3, 4);2;7;19014
'201008;[ 1, 2);110992;165804;19014
'201009;[ 1, 2);113161;170654;19014
'201010;[ 5, 6);108167;594417;19014
'199203;[10,12);1;10;19014
'201012;[12,14);142029;1839293;19014
'199904;[16,18);1;16;19014
'201111;[14,16);104915;1566450;19014
'198408;[ 7, 8);1;7;19014
'199109;[ 6, 7);1;7;19014
'201211;[30,35);8222;263962;19014
'201211;[ 8, 9);105479;895639;19014
'198308;[ 0, 0];1;0;19014
'198811;[ 0, 0];1;0;19014
'199004;[ 0, 0];1;0;19014
'201309;[ 7, 8);106515;79778;19014
'201309;[18,20);48209;911556;19014
'201309;[40,45);3975;168003;19014
'201307;[16,18);73383;1243465;19014
'201312;[30,35);6703;215238;19014
'201312;[25,30);1756;475175;19014
'201402;[ 6, 7);117298;759896;19014
'201402;[ 4, 5);125535;562988;19014
'201410;[ 1, 2);34169;50589;19014
'200611;[ 0, 0];64473;0;19014
'200605;[ 1, 2);761;1112;19014
'200605;[ 4, 5);491;2208;19014
'200605;[ 9,10);468;4445;19014
'200601;[ 1, 2);344;504;19014
'200701;[25,30);30882;836838;19014
'200510;[16,18);121;2061;19014
'200512;[20,25);196;4338;19014
'200210;[45,50);2;95;19014
'200502;[40,45);16;683;19014
'200503;[20,25);92;2055;19014
'200408;[ 3, 4);75;258;19014
'199310;[ 0, 0];140;0;19014
'200209;[ 9,10);21;199;19014
'199706;[ 0, 0];148;0;19014
'200307;[ 9,10);34;324;19014
'199905;[ 0, 0];149;0;19014
'199512;[ 1, 2);6;9;19014
'200004;[ 1, 2);10;14;19014
'200106;[ 1, 2);13;19;19014
'199504;[25,30);1;26;19014
'200005;[ 4, 5);5;23;19014
'199304;[ 4, 5);4;18;19014
'199707;[ 4, 5);4;18;19014
'199805;[ 9,10);1;10;19014
'199207;[25,30);2;53;19014
'199810;[25,30);2;53;19014
'199801;[ 9,10);1;10;19014
'199411;[ 1, 2);6;9;19014
'200202;[ 1, 2);14;23;19014
'200204;[45,50);1;47;19014
'200001;( 0, 1);25;6;19014
'200212;[ 8, 9);31;261;19014
'200309;[ 6, 7);49;320;19014
'200305;[ 6, 7);38;247;19014
'200302;[16,18);15;252;19014
'199809;[ 2, 3);7;18;19014
'199910;[ 2, 3);7;18;19014
'200706;( 0, 1);114038;59091;19014
'200708;[40,45);7896;334138;19014
'199912;[10,12);2;22;19014
'200709;[45,50);4256;201217;19014
'199703;[ 7, 8);2;14;19014
'199911;[ 6, 7);3;20;19014
'200712;[45,50);2419;114403;19014
'199310;[ 5, 6);1;6;19014
'199402;[ 5, 6);1;5;19014
'200801;( 0, 1);137063;69916;19014
'199301;[16,18);1;16;19014
'200805;[ 4, 5);107618;483575;19014
'200806;[ 6, 7);10742;696704;19014
'200806;[10,12);174908;1914712;19014
'200811;[ 5, 6);113565;62239;19014
'200812;[ 5, 6);10956;602387;19014
'199610;[12,14);1;14;19014
'200901;[25,30);25041;679046;19014
'199511;[20,25);3;68;19014
'200811;[14,16);11028;1647932;19014
'199812;[20,25);3;65;19014
'200903;[ 5, 6);11054;606805;19014
'200812;[20,25);72611;1602380;19014
'200907;[50,..);18046;2461302;19014
'200909;[ 1, 2);115269;173444;19014
'199402;[30,35);1;30;19014
'200902;[20,25);46625;1026788;19014
'199901;[ 8, 9);1;9;19014
'199209;[20,25);2;47;19014
'199312;[ 3, 4);3;10;19014
'199901;[ 3, 4);3;10;19014
'201004;[12,14);149714;1937317;19014
'201010;[ 8, 9);100081;849679;19014
'199507;[10,12);1;10;19014
'199710;[10,12);1;10;19014
'201012;[ 0, 0];170418;0;19014
'201106;[ 7, 8);108776;814635;19014
'201107;[ 4, 5);115359;517139;19014
'201109;[30,35);14601;469864;19014
'201105;[18,20);58216;1102530;19014
'198411;[ 6, 7);1;7;19014
'199201;[ 7, 8);1;7;19014
'199303;[ 7, 8);1;7;19014
'201204;[ 1, 2);117165;175748;19014
'201207;[18,20);56395;1067948;19014
'201301;( 0, 1);175344;88923;19014
'201301;[16,18);6724;1138655;19014
'198107;[ 0, 0];1;0;19014
'198412;[ 0, 0];1;0;19014
'198911;[ 0, 0];1;0;19014
'199103;[ 0, 0];1;0;19014
'201307;[ 6, 7);107475;697604;19014
'201307;[40,45);5135;217222;19014
'201309;[ 8, 9);103195;875928;19014
'201312;[12,14);138277;1789536;19014
'201311;[14,16);98639;1472888;19014
'201406;[ 0, 0];212308;0;19014
'201407;[45,50);2615;123769;19014
'200510;[ 3, 4);174;604;19014
'200504;[ 2, 3);123;314;19014
'200609;[40,45);134;5693;19014
'200608;[12,14);1318;17085;19014
'200602;[20,25);300;6685;19014
'200403;[50,..);53;17332;19014
'200509;[50,..);145;33128;19014
'200701;[ 7, 8);98506;738576;19014
'200511;[ 1, 2);242;352;19014
'200503;[ 7, 8);103;770;19014
'200507;[18,20);71;134;19014
'200504;[16,18);70;1193;19014
'200412;[ 9,10);62;590;19014
'200208;[ 5, 6);28;154;19014
'200212;[ 5, 6);41;226;19014
'199302;[ 0, 0];141;0;19014
'199606;[ 1, 2);7;10;19014
'199701;[ 1, 2);6;9;19014
'199809;[25,30);2;56;19014
'200004;[ 4, 5);6;27;19014
'199204;[ 4, 5);4;18;19014
'199807;[ 9,10);1;10;19014
'200209;[25,30);10;275;19014
'200308;[ 7, 8);47;351;19014
'200108;[ 7, 8);5;36;19014
'199907;[ 1, 2);7;10;19014
'200203;[50,..);11;1118;19014
'200208;[ 6, 7);26;169;19014
'199901;[ 2, 3);7;18;19014
'199707;( 0, 1);22;4;19014
'199710;[ 2, 3);6;15;19014
'200202;[25,30);6;164;19014
'199410;[ 2, 3);5;12;19014
'200708;[ 2, 3);106476;265035;19014
'199808;[30,35);3;96;19014
'200001;[ 7, 8);2;14;19014
'199712;[30,35);2;66;19014
'199503;[ 5, 6);1;6;19014
'199702;[ 5, 6);2;11;19014
'199302;[ 5, 6);1;5;19014
'200712;[12,14);148083;1919355;19014
'199312;[16,18);1;16;19014
'199402;[14,16);1;15;19014
'200104;[18,20);7;133;19014
'199903;[18,20);1;19;19014
'200002;[18,20);6;111;19014
'200902;[ 3, 4);125751;438147;19014
'199707;[20,25);3;65;19014
'199804;[20,25);4;88;19014
'199807;[20,25);3;65;19014
'199904;[20,25);4;88;19014
'200906;[ 6, 7);109375;708952;19014
'200904;[10,12);181928;1989927;19014
'200909;[ 6, 7);114105;740166;19014
'199611;[ 8, 9);1;8;19014
'201001;[ 5, 6);111817;612967;19014
'199406;[20,25);2;47;19014
'199212;[ 3, 4);3;10;19014
'201005;[ 5, 6);108076;594143;19014
'201008;[18,20);52307;99044;19014
'201009;[14,16);98894;1477269;19014
'201010;[14,16);103885;1551778;19014
'201102;[18,20);37088;700975;19014
'201103;[ 4, 5);116083;520417;19014
'201103;[10,12);180506;1979689;19014
'201107;[40,45);6429;271934;19014
'201111;[ 7, 8);110943;830605;19014
'201110;[45,50);2764;130849;19014
'199509;[16,18);1;16;19014
'199101;[ 7, 8);1;7;19014
'199112;[ 7, 8);1;7;19014
'199209;[ 6, 7);1;7;19014
'201207;[ 5, 6);108281;594071;19014
'201206;[20,25);76012;1679447;19014
'201211;[12,14);139952;1809975;19014
'201302;[12,14);121686;1570011;19014
'198012;[ 0, 0];1;0;19014
'198708;[ 0, 0];1;0;19014
'198808;[ 0, 0];1;0;19014
'201306;[50,..);9528;1586514;19014
'201306;[14,16);102343;1529093;19014
'201404;[40,45);2107;88942;19014
'201405;[ 3, 4);100328;350886;19014
'201404;[10,12);165534;1809131;19014
'201307;[18,20);53519;1013427;19014
'200606;[25,30);302;8215;19014
'200606;[ 8, 9);522;4436;19014
'200602;( 0, 1);1741;612;19014
'200511;( 0, 1);721;255;19014
'200508;[12,14);175;2277;19014
'200411;[ 0, 0];1248;0;19014
'200606;[18,20);338;6407;19014
'200305;[50,..);29;3085;19014
'200510;[ 2, 3);166;416;19014
'200504;[ 1, 2);132;192;19014
'200407;[25,30);44;1184;19014
'200507;[45,50);18;863;19014
'200402;[20,25);48;11;19014
'200403;[35,40);22;819;19014
'200503;[12,14);116;1511;19014
'199304;[ 0, 0];141;0;19014
'200104;[ 9,10);3;28;19014
'199702;[ 0, 0];148;0;19014
'200303;[ 9,10);26;247;19014
'199903;[ 0, 0];149;0;19014
'199902;[ 1, 2);6;10;19014
'200102;[20,25);5;114;19014
'200303;[ 1, 2);26;37;19014
'200310;[ 1, 2);50;72;19014
'199311;[25,30);1;26;19014
'199712;[25,30);2;53;19014
'200003;[ 4, 5);5;23;19014
'199811;[ 9,10);2;19;19014
'199907;[ 4, 5);5;23;19014
'200408;[50,..);63;18448;19014
'200210;[12,14);33;426;19014
'200303;[14,16);20;301;19014
'200312;[18,20);20;376;19014
'200701;[12,14);146604;1898924;19014
'200206;[14,16);16;237;19014
'199901;( 0, 1);23;5;19014
'200702;[20,25);57797;1273686;19014
'199910;[10,12);2;22;19014
'200010;[10,12);2;22;19014
'200707;[50,..);20422;2449740;19014
'200711;[ 9,10);95308;90311;19014
'199706;[ 6, 7);3;20;19014
'199808;[ 7, 8);2;14;19014
'199610;[30,35);2;66;19014
'199505;[ 7, 8);2;14;19014
'200802;[ 6, 7);112149;728356;19014
'200802;[ 9,10);100317;951784;19014
'200712;[14,16);11577;1731302;19014
'199406;[14,16);1;16;19014
'199707;[16,18);2;33;19014
'200803;[10,12);179106;1965171;19014
'200806;[40,45);5838;246621;19014
'200807;[ 0, 0];129247;0;19014
'200804;[14,16);114546;1711653;19014
'199601;[12,14);1;14;19014
'199603;[20,25);2;44;19014
'200004;[50,..);1;140;19014
'200012;[40,45);1;44;19014
'200905;[45,50);3157;149412;19014
'200906;[35,40);9505;354152;19014
'200906;[25,30);35273;95673;19014
'200909;[ 3, 4);121304;423398;19014
'200910;[14,16);111662;1668352;19014
'199910;[ 8, 9);1;9;19014
'200010;[ 8, 9);1;9;19014
'199801;[ 8, 9);1;9;19014
'201005;[ 7, 8);101539;760027;19014
'201003;[12,14);150782;1953557;19014
'201007;[ 0, 0];145413;0;19014
'201008;[ 5, 6);107216;587218;19014
'201009;[ 5, 6);109473;599926;19014
'199807;[10,12);1;10;19014
'199502;[ 9,10);1;9;19014
'201102;[ 1, 2);125302;188502;19014
'201103;[ 3, 4);11713;407884;19014
'201111;[ 0, 0];188694;0;19014
'200009;[ 7, 8);1;7;19014
'199706;[16,18);1;16;19014
'198510;[ 7, 8);1;7;19014
'201206;[ 6, 7);108854;705589;19014
'201302;[18,20);31747;600028;19014
'198311;[ 0, 0];1;0;19014
'199102;[ 0, 0];1;0;19014
'198010;[ 0, 0];1;0;19014
'201312;[ 4, 5);112485;503547;19014
'201311;[16,18);67173;1136364;19014
'201408;[45,50);2532;119789;19014
'200611;[10,12);65363;714889;19014
'200510;[14,16);153;2291;19014
'200508;[30,35);64;207;19014
'200701;[ 5, 6);101964;558208;19014
'200302;[50,..);25;2597;19014
'200103;[ 7, 8);4;29;19014
'200206;[ 7, 8);23;174;19014
'200401;( 0, 1);219;75;19014
'200504;[25,30);74;2006;19014
'200508;[ 6, 7);125;810;19014
'200505;[20,25);107;2381;19014
'200107;[ 3, 4);11;37;19014
'201403;[ 1, 2);120062;176464;19014
'200211;[12,14);30;382;19014
'200404;[ 4, 5);64;285;19014
'200012;[ 0, 0];180;0;19014
'199507;[ 1, 2);6;9;19014
'200007;[ 4, 5);6;27;19014
'200206;[ 4, 5);22;99;19014
'200104;[ 7, 8);2;14;19014
'199909;( 0, 1);24;5;19014
'200302;[ 4, 5);37;168;19014
'200701;( 0, 1);129857;68626;19014
'200002;( 0, 1);32;7;19014
'200302;[14,16);15;225;19014
'199305;( 0, 1);21;3;19014
'199309;( 0, 1);21;4;19014
'199805;( 0, 1);23;5;19014
'199806;( 0, 1);22;5;19014
'200202;[16,18);8;137;19014
'200106;[12,14);5;64;19014
'200706;[30,35);19374;622764;19014
'200204;[20,25);12;271;19014
'199803;[ 2, 3);6;15;19014
'200709;[30,35);18219;585897;19014
'200707;[10,12);166386;1825505;19014
'200312;[40,45);9;387;19014
'200802;[ 1, 2);122715;18057;19014
'199811;[ 5, 6);1;5;19014
'200804;[30,35);13927;447468;19014
'199307;[16,18);1;16;19014
'199706;[14,16);1;16;19014
'200804;( 0, 1);124929;6322;19014
'200807;[ 8, 9);100011;848997;19014
'200808;[ 6, 7);105554;685684;19014
'200812;[ 7, 8);105281;788885;19014
'199209;[12,14);1;13;19014
'199604;[20,25);3;68;19014
'200904;[ 0, 0];147851;0;19014
'199310;[30,35);1;34;19014
'200912;[35,40);532;198144;19014
'201003;[25,30);28074;760911;19014
'199403;[20,25);1;22;19014
'199203;[ 3, 4);3;10;19014
'199209;[ 3, 4);2;7;19014
'199606;[ 3, 4);2;7;19014
'201006;[ 8, 9);100525;852971;19014
'201007;[12,14);133486;1728532;19014
'201107;[ 1, 2);118611;175057;19014
'201109;[40,45);4962;209789;19014
'201201;[25,30);18853;510728;19014
'201203;[ 0, 0];205395;0;19014
'201203;[35,40);4024;149676;19014
'198511;[ 6, 7);1;7;19014
'199002;[ 6, 7);1;7;19014
'199210;[ 7, 8);1;7;19014
'201205;[ 2, 3);110969;274276;19014
'201205;[ 7, 8);102259;765275;19014
'201203;[50,..);5377;1283807;19014
'201207;[45,50);4097;194007;19014
'201209;[ 4, 5);114403;513026;19014
'201210;[ 0, 0];203084;0;19014
'201208;[10,12);169089;1853258;19014
'201211;[18,20);46253;874377;19014
'201210;[16,18);77074;1304916;19014
'201211;[16,18);6884;1164778;19014
'201303;( 0, 1);154276;77244;19014
'201306;[ 9,10);94307;893252;19014
'201309;[30,35);12346;397092;19014
'201310;[40,45);2841;120206;19014
'201404;[18,20);43262;817421;19014
'201408;[12,14);113301;1466313;19014
'201411;[50,..);13;4286;19014
'200610;[ 0, 0];17875;0;19014
'200602;[ 7, 8);375;2809;19014
'200603;[ 8, 9);356;3026;19014
'200511;[35,40);58;2152;19014
'200603;[14,16);430;6443;19014
'200601;[18,20);151;2864;19014
'200512;[30,35);79;2559;19014
'200303;[ 7, 8);36;269;19014
'200306;[ 0, 0];644;0;19014
'200402;[40,45);9;382;19014
'200308;[ 3, 4);46;158;19014
'200404;[20,25);51;1149;19014
'200410;[35,40);25;927;19014
'200409;[12,14);67;857;19014
'200410;[12,14);82;1063;19014
'200505;[40,45);21;891;19014
'199303;[ 1, 2);4;6;19014
'199505;[ 1, 2);5;8;19014
'199501;[ 0, 0];141;0;19014
'200510;[30,35);72;2337;19014
'199509;[ 1, 2);7;10;19014
'199911;( 0, 1);24;5;19014
'199907;( 0, 1);25;6;19014
'199401;( 0, 1);22;4;19014
'200308;[18,20);18;338;19014
'200208;[18,20);10;191;19014
'200102;[ 2, 3);10;25;19014
'200211;[20,25);17;378;19014
'200609;[18,20);788;14922;19014
'200206;[30,35);7;229;19014
'199905;[10,12);2;22;19014
'200708;[12,14);138254;1791007;19014
'199909;[ 6, 7);3;20;19014
'199410;[30,35);2;66;19014
'200208;[35,40);5;188;19014
'199303;[ 5, 6);1;6;19014
'200005;[ 5, 6);4;21;19014
'200802;[25,30);21826;59127;19014
'200106;[14,16);8;120;19014
'200005;[16,18);5;85;19014
'200107;[18,20);5;97;19014
'200806;[ 2, 3);112004;279119;19014
'200808;[ 1, 2);117386;17462;19014
'200810;[ 4, 5);112603;505896;19014
'200811;[35,40);6151;229372;19014
'200811;[45,50);2582;122211;19014
'199505;[20,25);2;44;19014
'199803;[20,25);3;65;19014
'199909;[20,25);4;88;19014
'200004;[40,45);1;42;19014
'200901;[18,20);55045;1041877;19014
'200908;[50,..);1698;2536819;19014
'200912;[40,45);303;128101;19014
'199702;[ 7, 8);1;8;19014
'199305;[ 3, 4);3;10;19014
'199507;[ 3, 4);3;10;19014
'201004;[50,..);9036;2637281;19014
'199608;[10,12);1;10;19014
'201011;[ 9,10);96404;913014;19014
'201011;[ 5, 6);110397;604935;19014
'201012;[ 6, 7);107389;695865;19014
'201101;[ 1, 2);121577;177322;19014
'201102;[45,50);136;6439;19014
'201104;[ 2, 3);114056;284068;19014
'201107;[25,30);36357;988443;19014
'201112;[18,20);50444;954037;19014
'201108;( 0, 1);144584;76045;19014
'201108;[16,18);74509;1262091;19014
'199907;[14,16);1;15;19014
'199905;[ 6, 7);1;6;19014
'198512;[ 7, 8);1;7;19014
'198608;[ 7, 8);1;7;19014
'198311;[ 6, 7);1;7;19014
'201206;[ 5, 6);109267;598479;19014
'201206;[ 0, 0];201224;0;19014
'201207;[ 3, 4);112548;39318;19014
'201208;[ 4, 5);110299;495301;19014
'201210;[ 6, 7);107939;700615;19014
'201212;[ 0, 0];232101;0;19014
'201301;[ 8, 9);103948;88331;19014
'201302;[ 9,10);101411;96222;19014
'198206;[ 0, 0];1;0;19014
'198212;[ 0, 0];1;0;19014
'198510;[ 0, 0];1;0;19014
'198910;[ 0, 0];1;0;19014
'201306;[ 0, 0];223954;0;19014
'201407;[ 2, 3);99631;249157;19014
'201409;[ 4, 5);69036;309929;19014
'200611;[ 2, 3);43205;107747;19014
'200611;[40,45);1289;54491;19014
'200609;[ 6, 7);1103;7151;19014
'200606;[ 4, 5);599;27;19014
'200609;[14,16);1339;20041;19014
'200606;[16,18);466;791;19014
'200412;[ 8, 9);66;557;19014
'200510;[ 6, 7);152;984;19014
'200301;[ 7, 8);35;261;19014
'200605;[45,50);41;1948;19014
'200406;[25,30);38;1024;19014
'200503;[16,18);64;1088;19014
'200410;[45,50);10;483;19014
'200202;( 0, 1);58;17;19014
'200204;( 0, 1);65;17;19014
'200207;[ 3, 4);20;67;19014
'200208;[ 3, 4);21;71;19014
'200406;[20,25);54;1219;19014
'200204;[ 5, 6);24;133;19014
'200312;[12,14);53;687;19014
'200401;[20,25);46;1027;19014
'199208;[ 9,10);1;10;19014
'199501;[ 9,10);1;10;19014
'199512;[ 9,10);1;10;19014
'199804;[ 0, 0];149;0;19014
'200005;[ 0, 0];164;0;19014
'199503;[ 1, 2);5;8;19014
'199709;[ 1, 2);7;10;19014
'199206;[25,30);1;26;19014
'199505;[25,30);2;53;19014
'199506;[25,30);1;26;19014
'199707;[25,30);2;53;19014
'199802;[20,25);3;68;19014
'200111;[ 4, 5);11;49;19014
'199202;[ 9,10);2;18;19014
'199408;[ 9,10);1;10;19014
'199504;[ 9,10);2;19;19014
'200412;[50,..);72;27411;19014
'200101;( 0, 1);32;7;19014
'200211;[ 8, 9);24;203;19014
'200411;[ 6, 7);68;442;19014
'200310;[18,20);19;357;19014
'200701;[10,12);173097;1897335;19014
'200003;[ 2, 3);9;23;19014
'200108;[ 2, 3);16;40;19014
'200309;[35,40);12;447;19014
'200103;[12,14);7;91;19014
'200104;[16,18);4;67;19014
'200704;[14,16);116373;1739556;19014
'199711;[ 2, 3);6;15;19014
'199407;[ 2, 3);5;12;19014
'200110;[ 5, 6);8;43;19014
'200709;[ 3, 4);111046;387997;19014
'199511;[ 6, 7);2;14;19014
'199811;[ 6, 7);3;20;19014
'199604;[30,35);2;64;19014
'200708;[25,30);43406;1179795;19014
'200712;[ 0, 0];13487;0;19014
'200709;[16,18);82002;1388735;19014
'200710;[18,20);64441;1220549;19014
'199809;[ 5, 6);1;5;19014
'200101;[ 5, 6);4;21;19014
'199703;[ 5, 6);1;6;19014
'200204;[18,20);9;171;19014
'200712;[18,20);60498;1145402;19014
'199809;[14,16);2;31;19014
'200105;[40,45);2;87;19014
'200011;[50,..);2;191;19014
'200806;[ 0, 0];127246;0;19014
'200806;[45,50);3986;188515;19014
'200809;[40,45);5732;242522;19014
'200808;[50,..);17756;2326559;19014
'200808;[14,16);107765;1611338;19014
'199705;[12,14);1;14;19014
'200003;[12,14);5;65;19014
'199507;[20,25);2;44;19014
'199708;[20,25);3;65;19014
'200903;[30,35);10997;353934;19014
'200002;[40,45);1;41;19014
'200906;[40,45);5915;250092;19014
'200911;[50,..);7941;2134284;19014
'201001;[50,..);737;1948243;19014
'201007;[ 7, 8);101717;761718;19014
'201008;[25,30);33311;905552;19014
'201010;[ 2, 3);111118;276634;19014
'201104;[25,30);22676;613766;19014
'201104;[45,50);1839;86952;19014
'201108;[ 2, 3);116791;292202;19014
'201107;[50,..);15952;2441532;19014
'199805;[14,16);1;15;19014
'201201;[ 7, 8);109307;817538;19014
'201205;[ 0, 0];199387;0;19014
'198908;[ 7, 8);1;7;19014
'201204;[16,18);72746;1230883;19014
'201210;[50,..);8196;1753085;19014
'201210;[ 2, 3);113197;282406;19014
'198405;[ 0, 0];1;0;19014
'201305;[40,45);3621;153135;19014
'201404;[ 3, 4);111543;39065;19014
'201406;[25,30);23446;634818;19014
'201407;( 0, 1);128731;64736;19014
'201411;[12,14);1;12;19014
'200611;[18,20);20485;387219;19014
'200611;[14,16);40274;601879;19014
'200503;[ 3, 4);111;385;19014
'200604;[ 5, 6);445;2439;19014
'200606;[ 2, 3);699;1736;19014
'200606;( 0, 1);236;869;19014
'200603;[30,35);136;4391;19014
'200509;[14,16);133;1987;19014
'200310;[ 0, 0];910;0;19014
'200607;[45,50);65;3097;19014
'200404;( 0, 1);238;80;19014
'200410;[25,30);47;1268;19014
'199611;[ 9,10);2;19;19014
'199709;[ 0, 0];148;0;19014
'199211;[ 1, 2);5;8;19014
'200206;[ 2, 3);28;72;19014
'199302;[ 3, 4);4;14;19014
'199401;[ 9,10);1;10;19014
'199507;[ 9,10);1;10;19014
'199309;[ 1, 2);6;9;19014
'200107;[ 1, 2);11;15;19014
'200206;[ 1, 2);19;28;19014
'200004;( 0, 1);31;6;19014
'200104;( 0, 1);42;9;19014
'200206;[ 8, 9);20;169;19014
'200005;( 0, 1);32;7;19014
'200103;[ 2, 3);12;30;19014
'199908;[ 2, 3);7;18;19014
'200704;[35,40);7237;269044;19014
'199206;[ 2, 3);5;13;19014
'199804;[ 2, 3);6;15;19014
'199509;[ 2, 3);6;15;19014
'199801;[30,35);2;66;19014
'199801;[ 7, 8);2;14;19014
'200712;[ 3, 4);109855;384439;19014
'200801;[45,50);2251;106504;19014
'200202;[30,35);6;190;19014
'199611;[ 5, 6);1;5;19014
'200807;[ 6, 7);103953;675111;19014
'200808;[ 8, 9);100943;857035;19014
'200903;[ 1, 2);116505;168806;19014
'200812;[18,20);56518;1069897;19014
'200907;[ 9,10);94553;897018;19014
'200904;[16,18);80108;1355327;19014
'200904;[18,20);55279;1045056;19014
'200909;[ 4, 5);115983;520505;19014
'200912;[ 8, 9);103318;87817;19014
'199404;[20,25);2;47;19014
'201001;[10,12);183318;2008358;19014
'201003;[20,25);75759;1673022;19014
'201012;[25,30);22542;610866;19014
'201101;[ 7, 8);109116;817117;19014
'201011;[12,14);139103;1799112;19014
'201101;[14,16);106872;1595972;19014
'201108;[40,45);6306;266791;19014
'201112;[ 7, 8);110528;826859;19014
'201106;[16,18);77404;1310291;19014
'201110;[ 8, 9);104454;886304;19014
'201108;[20,25);78332;1734726;19014
'201201;[ 8, 9);107342;910405;19014
'198602;[ 6, 7);1;7;19014
'198909;[ 6, 7);1;7;19014
'201201;[20,25);55696;1227661;19014
'201205;[30,35);12876;414813;19014
'201208;[ 9,10);93699;888958;19014
'201212;[ 3, 4);115182;402079;19014
'201212;[30,35);7268;233744;19014
